2018-05-14 09:09:23.311169,Milton Keynes County Court and Family Court,0001
2018-05-14 09:53:43.435677,Watford County Court and Family Court,0002
2018-05-14 17:23:48.909355,Milton Keynes County Court and Family Court,0003
2018-05-15 10:37:16.151034,Watford County Court and Family Court,0004
2018-05-16 09:16:47.185167,Guildford County Court and Family Court,0005
2018-05-17 17:10:05.234964,Watford County Court and Family Court,0006
2018-06-06 18:41:07.382047,Slough County Court and Family Court,0007
2018-05-29 14:26:24.434972,Milton Keynes County Court and Family Court,0008
2018-06-01 13:49:15.694401,Milton Keynes County Court and Family Court,0009
2018-06-06 09:56:41.444763,Watford County Court and Family Court,0010
2018-06-07 16:27:11.521827,Reading County Court and Family Court,0011
2018-06-07 16:10:00.660222,Milton Keynes County Court and Family Court,0012
2018-06-09 10:08:22.582512,Reading County Court and Family Court,0013
2018-06-09 14:26:37.051777,Milton Keynes County Court and Family Court,0014
2018-06-10 16:35:36.017188,Reading County Court and Family Court,0015
2018-06-10 23:13:18.630578,Watford County Court and Family Court,0016
2018-06-11 12:35:06.475981,Watford County Court and Family Court,0017
2018-06-11 19:50:07.239226,Slough County Court and Family Court,0018
2018-06-13 14:16:40.826231,Guildford County Court and Family Court,0019
2018-06-14 17:01:38.455507,Reading County Court and Family Court,0020
2018-06-14 21:59:27.383275,Watford County Court and Family Court,0021
2018-06-16 21:46:19.156793,Watford County Court and Family Court,0022
2018-06-19 14:13:54.055549,Milton Keynes County Court and Family Court,0023
2018-06-27 11:34:25.797794,Reading County Court and Family Court,0024
2018-06-26 13:18:39.875757,Watford County Court and Family Court,0025
2018-06-20 22:40:11.12437,Milton Keynes County Court and Family Court,0026
2018-06-22 10:50:32.987391,Watford County Court and Family Court,0027
2018-06-23 10:54:09.762051,Reading County Court and Family Court,0028
2018-07-02 16:10:26.48722,Milton Keynes County Court and Family Court,0029
2018-06-25 23:40:52.788392,Milton Keynes County Court and Family Court,0030
2018-07-21 04:08:26.243829,Milton Keynes County Court and Family Court,0031
2018-06-27 20:17:15.796791,Kingston-upon-Hull Combined Court Centre,0032
2018-06-28 10:10:44.849376,Bristol Civil and Family Justice Centre,0033
2018-06-29 09:01:01.726449,Milton Keynes County Court and Family Court,0034
2018-06-29 09:23:50.774108,Bristol Civil and Family Justice Centre,0035
2018-06-29 11:37:52.898909,Milton Keynes County Court and Family Court,0036
2018-07-04 00:43:08.962852,Milton Keynes County Court and Family Court,0037
2018-07-01 19:44:33.268214,Watford County Court and Family Court,0038
2018-07-04 08:17:23.993243,Oxford Combined Court Centre,0039
2018-07-02 18:36:17.139945,Kingston-upon-Hull Combined Court Centre,0040
2018-07-03 12:32:16.524059,Bristol Civil and Family Justice Centre,0041
2018-07-03 23:51:23.491825,Reading County Court and Family Court,0042
2018-07-04 10:51:45.797661,Bristol Civil and Family Justice Centre,0043
2018-07-04 11:21:41.103254,Reading County Court and Family Court,0044
2018-07-04 10:11:11.558543,Watford County Court and Family Court,0045
2018-07-04 15:33:57.010806,Watford County Court and Family Court,0046
2018-08-01 14:26:26.693196,Bristol Civil and Family Justice Centre,0047
2018-07-05 10:24:53.382886,Bristol Civil and Family Justice Centre,0048
2018-07-05 12:33:44.804039,Oxford Combined Court Centre,0049
2018-07-05 19:23:32.642386,Kingston-upon-Hull Combined Court Centre,0050
2018-07-08 23:44:22.573947,Slough County Court and Family Court,0051
2018-07-09 07:05:25.424506,Watford County Court and Family Court,0052
2018-08-02 08:03:34.430625,Bristol Civil and Family Justice Centre,0053
2018-07-09 11:47:25.002615,Bristol Civil and Family Justice Centre,0054
2018-07-10 21:31:28.18529,Oxford Combined Court Centre,0055
2018-07-10 21:35:18.224722,Reading County Court and Family Court,0056
2018-07-11 10:04:40.937935,Nottingham County Court and Family Court,0057
2018-07-11 10:26:42.806559,Bristol Civil and Family Justice Centre,0058
2018-07-11 15:41:36.600537,Newcastle upon Tyne Combined Court Centre,0059
2018-07-11 19:06:02.076421,Nottingham County Court and Family Court,0060
2018-07-12 09:50:53.396449,Leeds Combined Court Centre,0061
2018-08-09 07:06:27.772494,Watford County Court and Family Court,0062
2018-07-12 17:39:43.2967,Bristol Civil and Family Justice Centre,0063
2018-07-14 10:48:56.741604,Newcastle upon Tyne Combined Court Centre,0064
2018-07-12 21:20:35.56266,West London Family Court,0065
2018-07-13 11:01:59.051164,Bristol Civil and Family Justice Centre,0066
2018-07-13 10:00:21.451318,Bristol Civil and Family Justice Centre,0067
2018-07-13 17:10:03.848849,West London Family Court,0068
2018-07-15 14:35:01.074148,Reading County Court and Family Court,0069
2018-07-18 09:51:57.552658,Leeds Combined Court Centre,0070
2018-07-15 22:01:50.69169,Leeds Combined Court Centre,0071
2018-07-16 10:30:49.385537,Bristol Civil and Family Justice Centre,0072
2018-07-16 19:17:26.216969,Preston Crown Court and Family Court (Sessions House),0073
2018-07-18 09:51:21.803373,Oxford Combined Court Centre,0074
2018-07-17 11:02:00.834783,Bristol Civil and Family Justice Centre,0075
2018-07-22 16:51:17.279373,Bristol Civil and Family Justice Centre,0076
2018-07-17 13:15:47.239315,Milton Keynes County Court and Family Court,0077
2018-07-17 13:14:18.358569,West London Family Court,0078
2018-07-17 17:34:38.048236,Newcastle upon Tyne Combined Court Centre,0079
2018-07-18 07:34:29.542536,Cardiff Civil and Family Justice Centre,0080
2018-07-18 11:07:58.49451,Bristol Civil and Family Justice Centre,0081
2018-07-18 10:17:56.080201,Leeds Combined Court Centre,0082
2018-07-18 17:17:19.375854,Oxford Combined Court Centre,0083
2018-07-19 09:22:03.339845,Bristol Civil and Family Justice Centre,0084
2018-07-19 15:17:04.070063,Cardiff Civil and Family Justice Centre,0085
2018-07-19 15:18:24.311943,Bristol Civil and Family Justice Centre,0086
2018-07-19 15:16:57.863401,Preston Crown Court and Family Court (Sessions House),0087
2018-07-19 21:40:45.380988,Preston Crown Court and Family Court (Sessions House),0088
2018-07-20 18:39:36.538635,Preston Crown Court and Family Court (Sessions House),0089
2018-07-20 20:18:32.753001,Leeds Combined Court Centre,0090
2018-07-20 21:35:36.25789,Bristol Civil and Family Justice Centre,0091
2018-07-21 23:22:22.375506,Milton Keynes County Court and Family Court,0092
2018-07-21 19:44:47.300368,Leeds Combined Court Centre,0093
2018-07-21 18:36:17.798598,Newcastle upon Tyne Combined Court Centre,0094
2018-07-22 08:28:19.950678,Newcastle upon Tyne Combined Court Centre,0095
2018-07-22 09:19:28.197941,Preston Crown Court and Family Court (Sessions House),0096
2018-07-22 19:24:15.639295,Guildford County Court and Family Court,0097
2018-07-23 16:36:19.395276,West London Family Court,0098
2018-07-28 12:54:36.976849,Bristol Civil and Family Justice Centre,0099
2018-07-24 14:13:02.181339,Bristol Civil and Family Justice Centre,0100
2018-07-23 15:56:35.514284,Oxford Combined Court Centre,0101
2018-08-01 15:55:27.600834,Guildford County Court and Family Court,0102
2018-07-23 17:43:45.483258,Milton Keynes County Court and Family Court,0103
2018-07-23 19:02:32.762995,Nottingham County Court and Family Court,0104
2018-07-24 11:28:23.67039,Leeds Combined Court Centre,0105
2018-07-24 12:52:00.063169,Bristol Civil and Family Justice Centre,0106
2018-07-24 14:01:26.067309,West London Family Court,0107
2018-07-24 14:35:14.218463,Leeds Combined Court Centre,0108
2018-07-24 17:56:02.434254,Watford County Court and Family Court,0109
2018-07-24 21:20:04.07808,Bristol Civil and Family Justice Centre,0110
2018-07-25 02:21:03.842943,Reading County Court and Family Court,0111
2018-07-25 22:21:56.231366,West London Family Court,0112
2018-07-27 13:14:30.801881,Bristol Civil and Family Justice Centre,0113
2018-07-25 19:26:12.386168,Reading County Court and Family Court,0114
2018-07-25 20:22:47.686451,Nottingham County Court and Family Court,0115
2018-07-26 11:59:54.742997,Leeds Combined Court Centre,0116
2018-08-02 13:20:58.010642,West London Family Court,0117
2018-07-29 18:09:20.709459,West London Family Court,0118
2018-07-26 23:12:30.078912,Slough County Court and Family Court,0119
2018-07-27 13:39:48.019489,Bristol Civil and Family Justice Centre,0120
2018-07-27 19:18:30.107218,Oxford Combined Court Centre,0121
2018-07-31 13:10:21.126713,Preston Crown Court and Family Court (Sessions House),0122
2018-07-28 15:11:48.520474,Newcastle upon Tyne Combined Court Centre,0123
2018-07-29 00:20:55.9156,Leeds Combined Court Centre,0124
2018-08-04 16:30:10.172969,Leeds Combined Court Centre,0125
2018-07-29 18:50:39.29174,Milton Keynes County Court and Family Court,0126
2018-07-29 20:32:00.946283,Leeds Combined Court Centre,0127
2018-08-01 22:42:27.649262,West London Family Court,0128
2018-07-30 09:48:59.152036,Nottingham County Court and Family Court,0129
2018-07-30 11:18:09.718009,Bristol Civil and Family Justice Centre,0130
2018-07-30 13:14:51.585899,Nottingham County Court and Family Court,0131
2018-07-30 19:54:44.8893,Newcastle upon Tyne Combined Court Centre,0132
2018-07-31 08:30:56.227456,West London Family Court,0133
2018-07-31 10:42:00.852121,West London Family Court,0134
2018-07-31 10:38:31.745846,Leeds Combined Court Centre,0135
2018-07-31 12:12:34.775278,Bristol Civil and Family Justice Centre,0136
2018-07-31 16:51:48.645103,Cardiff Civil and Family Justice Centre,0137
2018-07-31 19:15:55.710243,Milton Keynes County Court and Family Court,0138
2018-07-31 19:59:20.797758,Nottingham County Court and Family Court,0139
2018-07-31 20:47:41.274959,West London Family Court,0140
2018-07-31 22:24:32.196831,Leeds Combined Court Centre,0141
2018-07-31 23:53:17.723451,Nottingham County Court and Family Court,0142
2018-08-01 12:12:30.063224,Reading County Court and Family Court,0143
2018-08-01 15:56:16.590206,Newcastle upon Tyne Combined Court Centre,0144
2018-08-01 17:04:18.80167,Watford County Court and Family Court,0145
2018-08-01 18:17:14.136241,Preston Crown Court and Family Court (Sessions House),0146
2018-08-02 11:32:19.502916,Nottingham County Court and Family Court,0147
2018-08-02 13:12:20.518269,Preston Crown Court and Family Court (Sessions House),0148
2018-08-02 14:22:31.892109,Nottingham County Court and Family Court,0149
2018-08-02 15:05:24.827298,Bristol Civil and Family Justice Centre,0150
2018-08-02 15:05:03.337162,Cardiff Civil and Family Justice Centre,0151
2018-08-02 14:11:35.323118,Leeds Combined Court Centre,0152
2018-08-02 20:34:27.245871,Cardiff Civil and Family Justice Centre,0153
2018-08-02 20:56:17.004956,Watford County Court and Family Court,0154
2018-08-03 12:24:09.712887,Bristol Civil and Family Justice Centre,0155
2018-08-03 11:13:41.921776,Reading County Court and Family Court,0156
2018-08-03 14:17:54.544314,Preston Crown Court and Family Court (Sessions House),0157
2018-08-03 14:48:21.070014,West London Family Court,0158
2018-08-04 13:44:02.492261,Preston Crown Court and Family Court (Sessions House),0159
2018-08-05 01:30:46.732985,West London Family Court,0160
2018-08-04 23:28:17.998196,Preston Crown Court and Family Court (Sessions House),0161
2018-08-06 08:31:10.990548,Leeds Combined Court Centre,0162
2018-08-05 21:28:20.494288,West London Family Court,0163
2018-08-06 12:27:57.011977,West London Family Court,0164
2018-08-06 11:05:30.779623,Newcastle upon Tyne Combined Court Centre,0165
2018-08-06 23:52:54.769052,Leeds Combined Court Centre,0166
2018-08-07 10:49:02.022999,Bristol Civil and Family Justice Centre,0167
2018-08-07 13:20:29.865625,Nottingham County Court and Family Court,0168
2018-08-07 11:00:20.355337,Nottingham County Court and Family Court,0169
2018-08-08 09:39:50.501317,Leeds Combined Court Centre,0170
2018-08-07 11:46:04.074927,West London Family Court,0171
2018-08-07 11:45:04.226955,Preston Crown Court and Family Court (Sessions House),0172
2018-08-07 12:16:29.267096,West London Family Court,0173
2018-08-07 15:07:16.753154,Preston Crown Court and Family Court (Sessions House),0174
2018-08-07 15:21:52.147032,West London Family Court,0175
2018-08-08 10:45:21.349459,Guildford County Court and Family Court,0176
2018-08-14 17:33:17.364259,Slough County Court and Family Court,0177
2018-08-08 18:45:58.849133,Preston Crown Court and Family Court (Sessions House),0178
2018-08-09 19:00:58.100695,Preston Crown Court and Family Court (Sessions House),0179
2018-08-10 13:16:25.416036,Bristol Civil and Family Justice Centre,0180
2018-08-10 15:12:41.021061,Bristol Civil and Family Justice Centre,0181
2018-08-11 21:08:27.001588,Cardiff Civil and Family Justice Centre,0182
2018-08-10 16:15:29.396383,West London Family Court,0183
2018-08-11 20:44:53.995097,Oxford Combined Court Centre,0184
2018-08-11 16:35:57.61672,Oxford Combined Court Centre,0185
2018-08-12 23:42:29.037078,Kingston-upon-Hull Combined Court Centre,0186
2018-08-14 14:51:27.027646,Nottingham County Court and Family Court,0187
2018-08-13 14:03:00.723787,Reading County Court and Family Court,0188
2018-08-13 20:30:37.309669,Newcastle upon Tyne Combined Court Centre,0189
2018-08-13 22:49:25.473608,Preston Crown Court and Family Court (Sessions House),0190
2018-08-14 05:58:00.830072,Leeds Combined Court Centre,0191
2018-08-14 11:05:18.887242,Nottingham County Court and Family Court,0192
2018-08-15 10:51:23.354575,Guildford County Court and Family Court,0193
2018-08-14 21:24:40.980278,Oxford Combined Court Centre,0194
2018-08-15 03:09:00.236257,Newcastle upon Tyne Combined Court Centre,0195
2018-08-15 10:06:30.887929,Nottingham County Court and Family Court,0196
2018-08-15 10:28:45.106639,Bristol Civil and Family Justice Centre,0197
2018-08-15 13:05:50.547471,West London Family Court,0198
2018-08-15 14:13:04.332132,Leeds Combined Court Centre,0199
2018-09-10 18:42:42.136929,Reading County Court and Family Court,0200
2018-08-15 18:33:37.758772,Nottingham County Court and Family Court,0201
2018-08-15 19:30:33.948908,Leeds Combined Court Centre,0202
2018-08-31 13:07:26.294543,Oxford Combined Court Centre,0203
2018-08-16 08:03:09.355467,Cardiff Civil and Family Justice Centre,0204
2018-08-16 13:50:12.073271,Preston Crown Court and Family Court (Sessions House),0205
2018-08-16 13:55:59.283016,Cardiff Civil and Family Justice Centre,0206
2018-08-16 15:29:19.551934,Preston Crown Court and Family Court (Sessions House),0207
2018-08-16 17:42:05.735692,West London Family Court,0208
2018-08-18 11:07:06.107035,West London Family Court,0209
2018-08-17 11:42:21.155807,West London Family Court,0210
2018-08-17 13:04:04.149822,Watford County Court and Family Court,0211
2018-08-17 13:29:05.579517,Watford County Court and Family Court,0212
2018-08-17 12:36:26.825547,Preston Crown Court and Family Court (Sessions House),0213
2018-08-17 16:23:19.07364,Preston Crown Court and Family Court (Sessions House),0214
2018-08-17 19:22:05.639246,Cardiff Civil and Family Justice Centre,0215
2018-08-17 21:51:30.675945,West London Family Court,0216
2018-08-18 14:40:52.110834,Milton Keynes County Court and Family Court,0217
2018-08-18 21:21:00.723427,Preston Crown Court and Family Court (Sessions House),0218
2018-08-26 13:23:06.53594,Guildford County Court and Family Court,0219
2018-08-19 21:19:24.301067,Oxford Combined Court Centre,0220
2018-08-20 10:20:56.833362,Milton Keynes County Court and Family Court,0221
2018-08-20 14:34:19.982039,Preston Crown Court and Family Court (Sessions House),0222
2018-08-20 16:34:54.045802,Bristol Civil and Family Justice Centre,0223
2018-08-20 18:44:53.142876,Milton Keynes County Court and Family Court,0224
2018-08-20 19:40:35.685503,Bristol Civil and Family Justice Centre,0225
2018-08-21 13:38:17.770043,Bristol Civil and Family Justice Centre,0226
2018-08-21 16:32:53.976208,Nottingham County Court and Family Court,0227
2018-08-21 22:02:08.240691,Bristol Civil and Family Justice Centre,0228
2018-08-22 14:57:34.398808,Newcastle upon Tyne Combined Court Centre,0229
2018-08-26 14:31:10.30923,Newcastle upon Tyne Combined Court Centre,0230
2018-08-23 10:53:11.289966,Leeds Combined Court Centre,0231
2018-08-23 13:17:03.533781,Reading County Court and Family Court,0232
2018-08-24 09:16:56.725284,Kingston-upon-Hull Combined Court Centre,0233
2018-08-24 14:52:03.243866,Nottingham County Court and Family Court,0234
2018-09-02 21:01:06.344462,Kingston-upon-Hull Combined Court Centre,0235
2018-09-04 11:17:22.458886,Preston Crown Court and Family Court (Sessions House),0236
2018-08-24 14:53:33.59768,Guildford County Court and Family Court,0237
2018-08-24 17:14:43.836646,West London Family Court,0238
2018-08-25 09:44:53.839542,Watford County Court and Family Court,0239
2018-09-06 20:34:14.804933,Leeds Combined Court Centre,0240
2018-09-02 12:15:06.141113,Bristol Civil and Family Justice Centre,0241
2018-08-27 13:59:41.116504,West London Family Court,0242
2018-08-27 18:22:15.204298,West London Family Court,0243
2018-08-27 20:36:46.625305,Preston Crown Court and Family Court (Sessions House),0244
2018-08-27 23:55:41.938966,Leeds Combined Court Centre,0245
2018-08-28 12:04:52.364108,Bristol Civil and Family Justice Centre,0246
2018-08-28 14:12:53.294021,Cardiff Civil and Family Justice Centre,0247
2018-08-28 13:16:18.871012,Slough County Court and Family Court,0248
2018-08-28 16:29:02.459824,Bristol Civil and Family Justice Centre,0249
2018-09-10 16:50:53.422479,Nottingham County Court and Family Court,0250
2018-09-12 20:01:53.574868,Kingston-upon-Hull Combined Court Centre,0251
2018-09-16 17:33:40.157104,Guildford County Court and Family Court,0252
2018-08-29 18:35:41.800194,Preston Crown Court and Family Court (Sessions House),0253
2018-08-29 21:16:50.401722,Nottingham County Court and Family Court,0254
2018-08-30 21:21:51.410059,Oxford Combined Court Centre,0255
2018-08-30 14:43:19.9895,Nottingham County Court and Family Court,0256
2018-08-31 10:06:19.813788,West London Family Court,0257
2018-08-30 18:05:54.255327,Kingston-upon-Hull Combined Court Centre,0258
2018-08-30 18:04:41.512191,Oxford Combined Court Centre,0259
2018-08-30 21:07:36.582073,Kingston-upon-Hull Combined Court Centre,0260
2018-08-31 09:26:24.890018,Reading County Court and Family Court,0261
2018-08-31 10:11:58.530446,Bristol Civil and Family Justice Centre,0262
2018-08-31 14:10:54.822222,Kingston-upon-Hull Combined Court Centre,0263
2018-08-31 12:51:57.493369,Watford County Court and Family Court,0264
2018-08-31 13:14:52.597894,Reading County Court and Family Court,0265
2018-09-06 22:41:49.108964,Nottingham County Court and Family Court,0266
2018-09-01 10:05:13.508976,Slough County Court and Family Court,0267
2018-08-31 17:36:37.848204,Preston Crown Court and Family Court (Sessions House),0268
2018-08-31 17:58:13.102603,Cardiff Civil and Family Justice Centre,0269
2018-08-31 18:43:20.490255,Cardiff Civil and Family Justice Centre,0270
2018-08-31 19:37:26.918125,Milton Keynes County Court and Family Court,0271
2018-09-03 05:15:07.006781,Leeds Combined Court Centre,0272
2018-09-01 20:44:58.898742,Preston Crown Court and Family Court (Sessions House),0273
2018-09-01 10:37:20.335628,Preston Crown Court and Family Court (Sessions House),0274
2018-09-01 10:54:21.475253,Guildford County Court and Family Court,0275
2018-09-01 14:52:51.190727,West London Family Court,0276
2018-09-01 13:11:07.27627,Kingston-upon-Hull Combined Court Centre,0277
2018-09-02 01:54:16.262142,West London Family Court,0278
2018-09-02 10:37:20.730128,Milton Keynes County Court and Family Court,0279
2018-09-02 14:55:00.365023,Kingston-upon-Hull Combined Court Centre,0280
2018-09-30 21:25:44.432114,Leeds Combined Court Centre,0281
2018-09-04 09:24:12.610338,Milton Keynes County Court and Family Court,0282
2018-09-03 10:02:08.19783,Cardiff Civil and Family Justice Centre,0283
2018-09-03 10:50:32.594681,Cardiff Civil and Family Justice Centre,0284
2018-09-03 11:50:52.947365,Preston Crown Court and Family Court (Sessions House),0285
2018-09-03 10:58:25.528497,Cardiff Civil and Family Justice Centre,0286
2018-09-03 13:54:47.711912,Cardiff Civil and Family Justice Centre,0287
2018-09-03 13:42:37.837972,Watford County Court and Family Court,0288
2018-09-03 14:34:01.478191,Oxford Combined Court Centre,0289
2018-09-10 13:39:52.277653,Leeds Combined Court Centre,0290
2018-09-04 09:32:42.081886,Newcastle upon Tyne Combined Court Centre,0291
2018-09-03 19:43:23.445924,Cardiff Civil and Family Justice Centre,0292
2018-09-05 20:36:43.808703,Nottingham County Court and Family Court,0293
2018-09-03 20:29:37.259379,Nottingham County Court and Family Court,0294
2018-09-03 22:09:32.731902,Preston Crown Court and Family Court (Sessions House),0295
2018-09-14 14:58:55.216379,Nottingham County Court and Family Court,0296
2018-09-09 08:09:25.386833,Reading County Court and Family Court,0297
2018-09-04 13:35:32.269844,Nottingham County Court and Family Court,0298
2018-09-04 13:03:21.226658,Nottingham County Court and Family Court,0299
2018-09-04 13:18:00.427466,West London Family Court,0300
2018-09-04 14:17:43.43387,Bristol Civil and Family Justice Centre,0301
2018-09-04 15:40:39.335013,Kingston-upon-Hull Combined Court Centre,0302
2018-09-10 14:09:03.052349,Preston Crown Court and Family Court (Sessions House),0303
2018-09-04 14:38:38.960768,Bristol Civil and Family Justice Centre,0304
2018-09-04 16:34:46.753635,Leeds Combined Court Centre,0305
2018-09-04 14:45:59.230928,Cardiff Civil and Family Justice Centre,0306
2018-09-07 15:52:02.406345,West London Family Court,0307
2018-09-04 17:05:37.066552,Oxford Combined Court Centre,0308
2018-09-06 19:45:11.638429,West London Family Court,0309
2018-09-05 07:28:29.839106,Cardiff Civil and Family Justice Centre,0310
2018-09-07 23:30:51.749813,West London Family Court,0311
2018-09-05 11:41:41.668822,West London Family Court,0312
2018-09-05 13:43:34.2497,Preston Crown Court and Family Court (Sessions House),0313
2018-09-05 14:41:09.027851,Leeds Combined Court Centre,0314
2018-09-05 16:06:45.69587,Preston Crown Court and Family Court (Sessions House),0315
2018-09-05 16:54:32.551072,Leeds Combined Court Centre,0316
2018-09-20 06:39:35.823802,Bristol Civil and Family Justice Centre,0317
2018-09-06 10:54:13.031503,Nottingham County Court and Family Court,0318
2018-09-06 11:33:01.951152,Bristol Civil and Family Justice Centre,0319
2018-09-06 18:16:37.742694,Cardiff Civil and Family Justice Centre,0320
2018-09-06 22:00:32.448794,Bristol Civil and Family Justice Centre,0321
2018-09-07 06:02:58.791752,Nottingham County Court and Family Court,0322
2018-09-07 07:37:10.019531,Guildford County Court and Family Court,0323
2018-09-07 08:16:32.171129,Guildford County Court and Family Court,0324
2018-09-07 09:06:53.411565,Cardiff Civil and Family Justice Centre,0325
2018-09-08 09:26:32.169075,Preston Crown Court and Family Court (Sessions House),0326
2018-09-07 09:55:59.985393,Reading County Court and Family Court,0327
2018-09-07 12:19:37.815855,Bristol Civil and Family Justice Centre,0328
2018-09-07 12:47:12.258939,Newcastle upon Tyne Combined Court Centre,0329
2018-09-07 14:29:05.404234,Nottingham County Court and Family Court,0330
2018-09-07 16:05:43.204347,Nottingham County Court and Family Court,0331
2018-09-07 16:01:09.772361,Guildford County Court and Family Court,0332
2018-09-21 20:30:35.466111,Preston Crown Court and Family Court (Sessions House),0333
2018-09-26 13:03:01.501759,Nottingham County Court and Family Court,0334
2018-09-08 09:23:54.151982,Leeds Combined Court Centre,0335
2018-09-08 12:21:50.063695,Preston Crown Court and Family Court (Sessions House),0336
2018-09-08 14:06:28.46554,Oxford Combined Court Centre,0337
2018-09-08 15:30:54.769344,Reading County Court and Family Court,0338
2018-09-09 08:40:45.732582,Cardiff Civil and Family Justice Centre,0339
2018-09-09 10:06:30.793216,West London Family Court,0340
2018-09-09 14:04:16.868352,Kingston-upon-Hull Combined Court Centre,0341
2018-09-09 17:01:30.063224,Newcastle upon Tyne Combined Court Centre,0342
